?,판매일자,매장구분,매장코드,매장명,영수증번호,기획구분,판매유형,상품코드,상품명,칼라,칼라명,사이즈,판매구분
628,2024-03-22,직영점,A0020,부산모라점(직),6,정상,일반판매,ALB3TS004,S-OCMRHN-글로시자수티,PK,핑크,F,판매
629,2024-03-22,직영점,A0020,부산모라점(직),7,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,NA,네이비,F,판매
630,2024-03-22,직영점,A0020,부산모라점(직),8,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,PP,퍼플,F,판매
631,2024-03-22,직영점,A0020,부산모라점(직),9,정상,일반판매,ALB7JK006,J-OCDFHC-차이나데님자켓,ML,중청,F,판매
632,2024-03-22,직영점,A0020,부산모라점(직),9,기획,일반판매,AKL7KT003,P-로제폴라니트,BR,브라운,F,판매
633,2024-03-22,직영점,A0020,부산모라점(직),10,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,PP,퍼플,F,판매
634,2024-03-22,직영점,A0020,부산모라점(직),10,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,NA,네이비,F,판매
635,2024-03-23,직영점,A0020,부산모라점(직),1,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,NA,네이비,F,판매
636,2024-03-23,직영점,A0020,부산모라점(직),1,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,MO,모카,F,판매
637,2024-03-23,직영점,A0020,부산모라점(직),2,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,PK,핑크,F,판매
638,2024-03-23,직영점,A0020,부산모라점(직),3,정상,일반판매,ALB3TS011,C-SCCVHN-브이넥밴드셔링티,PK,핑크,F,판매
639,2024-03-23,직영점,A0020,부산모라점(직),3,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,M,판매
640,2024-03-23,직영점,A0020,부산모라점(직),4,정상,일반판매,AJB3PT014,Q-졸리PT,BK,블랙,M,판매
641,2024-03-23,직영점,A0020,부산모라점(직),4,정상,일반판매,AIB3DP002,Q-소다청배기,ML,중청,F,판매
642,2024-03-23,직영점,A0020,부산모라점(직),4,정상,일반판매,AJI3PT009,C-토리배기,BE,베이지,F,판매
643,2024-03-23,직영점,A0020,부산모라점(직),4,정상,일반판매,AJC3TS029,C-바오라운드T,BE,베이지,F,판매
644,2024-03-23,직영점,A0020,부산모라점(직),4,정상,일반판매,ALD3TS009,3-SCCHHN-옆셔링5부,MO,모카,F,판매
645,2024-03-23,직영점,A0020,부산모라점(직),4,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,PK,핑크,F,판매
646,2024-03-23,직영점,A0020,부산모라점(직),4,정상,일반판매,ALD3JK002,3-SSPCAN-르엘JK,BK,블랙,F,판매
647,2024-03-23,직영점,A0020,부산모라점(직),5,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,SO,소라,F,판매
648,2024-03-23,직영점,A0020,부산모라점(직),6,정상,일반판매,AEI1SK301,테레 캉캉스커트,BL,블루,M,판매
649,2024-03-23,직영점,A0020,부산모라점(직),6,정상,일반판매,AEH2PT701,나인온스 어빌리티 베이직 스키니진,BL,블루,S,판매
650,2024-03-25,직영점,A0020,부산모라점(직),1,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매
651,2024-03-25,직영점,A0020,부산모라점(직),2,정상,일반판매,ALB3PT001,C-SCCXC0-코튼세미부츠컷,IV,아이보리,L,판매
652,2024-03-25,직영점,A0020,부산모라점(직),3,정상,일반판매,AKK7JP014,J-프린덕다운롱패딩,SO,소라,F,판매
653,2024-03-25,직영점,A0020,부산모라점(직),3,정상,일반판매,AKK7JP014,J-프린덕다운롱패딩,SO,소라,L,판매
654,2024-03-25,직영점,A0020,부산모라점(직),4,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,M,판매
655,2024-03-26,직영점,A0020,부산모라점(직),1,정상,일반판매,ALD3TS009,3-SCCHHN-옆셔링5부,SO,소라,F,판매
656,2024-03-26,직영점,A0020,부산모라점(직),2,정상,일반판매,AJB3JK005,S-홉네자JK,BE,베이지,F,판매
657,2024-03-26,직영점,A0020,부산모라점(직),3,정상,일반판매,AJC4TS002,M-리엔T,BG,청록색,M,판매
658,2024-03-26,직영점,A0020,부산모라점(직),3,정상,증정판매,AJC4TS002,M-리엔T,BG,청록색,M,판매
659,2024-03-26,직영점,A0020,부산모라점(직),4,정상,일반판매,AIC3DP004,Q-B779부츠컷,DL,진청,M,판매
660,2024-03-26,직영점,A0020,부산모라점(직),4,정상,일반판매,AKI3PT014,C-데일리코튼부츠컷,IV,아이보리,M,판매
661,2024-03-26,직영점,A0020,부산모라점(직),5,정상,일반판매,ALC3DP002,3-OCCXT0-옆라인청통,ML,중청,L,판매
662,2024-03-26,직영점,A0020,부산모라점(직),6,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,NA,네이비,F,판매
663,2024-03-27,직영점,A0020,부산모라점(직),1,정상,일반판매,BLC7MF001,스프링어깨숄,PP,퍼플,F,판매
664,2024-03-27,직영점,A0020,부산모라점(직),2,정상,일반판매,ALD3TS009,3-SCCHHN-옆셔링5부,MO,모카,F,판매
665,2024-03-27,직영점,A0020,부산모라점(직),2,정상,일반판매,BIC4MF016,진주넥,BK,블랙,F,판매
666,2024-03-27,직영점,A0020,부산모라점(직),2,정상,일반판매,BLC7MF001,스프링어깨숄,PP,퍼플,F,판매
667,2024-03-27,직영점,A0020,부산모라점(직),3,정상,일반판매,BLA7BG002,체스백팩(24),BK,블랙,F,판매
668,2024-03-27,직영점,A0020,부산모라점(직),4,정상,일반판매,BLC4CP006,줄지배색끈벙거지,BK,블랙,F,판매
669,2024-03-27,직영점,A0020,부산모라점(직),4,정상,일반판매,ALD3JK001,3-CCCSAN-고방자켓,BK,블랙,F,판매
670,2024-03-27,직영점,A0020,부산모라점(직),5,정상,일반판매,AIJ3DP007,Q-120청B,DL,진청,L,판매
671,2024-03-27,직영점,A0020,부산모라점(직),6,정상,일반판매,AJB3DP002,S-B842T청,LL,연청,L,판매
672,2024-03-27,직영점,A0020,부산모라점(직),7,정상,일반판매,BLC4CP006,줄지배색끈벙거지,KH,카키,F,판매
673,2024-03-27,직영점,A0020,부산모라점(직),8,정상,일반판매,ALD3BL001,C-OCPRHN-러브비즈BL,BK,블랙,F,판매
674,2024-03-28,직영점,A0020,부산모라점(직),1,정상,일반판매,AKI3BL026,S-시슬플라워BL,CG,차콜그레이,F,판매
675,2024-03-28,직영점,A0020,부산모라점(직),2,정상,일반판매,AKC3DP005,C-커트부츠컷데님팬츠,LL,연청,L,판매
676,2024-03-28,직영점,A0020,부산모라점(직),3,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,L,판매
677,2024-03-28,직영점,A0020,부산모라점(직),4,정상,일반판매,AIB4JP002,Q-스트링점퍼,IV,아이보리,F,판매
678,2024-03-28,직영점,A0020,부산모라점(직),5,정상,일반판매,AJE3ST001,Q-굿드세트,YG,연두색,F,판매
679,2024-03-29,직영점,A0020,부산모라점(직),1,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,MO,모카,F,판매
680,2024-03-29,직영점,A0020,부산모라점(직),2,정상,일반판매,ALB3KT002,C-SCWRHN-캐시라운드니트,YE,옐로우,F,판매
681,2024-03-29,직영점,A0020,부산모라점(직),2,정상,일반판매,ALC3JP010,3-SCPHAN-진주지퍼JP,GE,그린,F,판매
682,2024-03-29,직영점,A0020,부산모라점(직),2,정상,일반판매,ALB3PT001,C-SCCXC0-코튼세미부츠컷,BK,블랙,L,판매
683,2024-03-29,직영점,A0020,부산모라점(직),2,정상,일반판매,ALD3KT002,3-SSARHN-퍼프7부,YE,옐로우,F,판매
684,2024-03-29,직영점,A0020,부산모라점(직),3,정상,일반판매,BGE3MF003,큰꽃반,SO,소라,F,판매
685,2024-03-29,직영점,A0020,부산모라점(직),4,정상,일반판매,ALD3TS012,3-OSCRHN-컬러엠보T,BL,블루,F,판매
686,2024-03-29,직영점,A0020,부산모라점(직),4,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,RE,레드,F,판매
687,2024-03-29,직영점,A0020,부산모라점(직),5,정상,일반판매,ALC3TS011,3-OCCRHN-자수아트T,BK,블랙,F,판매
688,2024-03-29,직영점,A0020,부산모라점(직),5,정상,일반판매,ALC3TS011,3-OCCRHN-자수아트T,WH,화이트,F,판매
689,2024-03-29,직영점,A0020,부산모라점(직),6,기획,일반판매,AKJ7TS001,J-베이직폴라T,OR,오렌지,F,판매
690,2024-03-29,직영점,A0020,부산모라점(직),7,정상,일반판매,ALB3TS001,C-OCCDHN-로이자수후드티,BK,블랙,F,판매
691,2024-03-29,직영점,A0020,부산모라점(직),8,정상,일반판매,BLC7BG009,J-비즈지퍼백팩,BK,블랙,F,판매
692,2024-03-29,직영점,A0020,부산모라점(직),9,정상,일반판매,BJD4MF006,그리아마름모,YE,옐로우,F,판매
693,2024-03-29,직영점,A0020,부산모라점(직),9,정상,일반판매,BGC3MF008,패치주름스카프,YE,옐로우,F,판매
694,2024-03-29,직영점,A0020,부산모라점(직),9,정상,일반판매,AKB3TS013,S-레빗단가라T,LP,라이트핑크,F,판매
695,2024-03-29,직영점,A0020,부산모라점(직),9,정상,일반판매,ALC3KT002,C-TCARHN-라인단니트,WH,화이트,F,판매
696,2024-03-29,직영점,A0020,부산모라점(직),9,정상,일반판매,BHE3MF025,면망사,WH,화이트,F,판매
697,2024-03-29,직영점,A0020,부산모라점(직),10,정상,일반판매,ALC3TS009,3-SCCRHN-라포반팔,WH,화이트,F,판매
698,2024-03-29,직영점,A0020,부산모라점(직),11,정상,일반판매,ALC3TS009,3-SCCRHN-라포반팔,PK,핑크,F,판매
699,2024-03-29,직영점,A0020,부산모라점(직),12,정상,일반판매,KHB3AK012,KM-쿠치R,CG,차콜그레이,F,판매
700,2024-03-29,직영점,A0020,부산모라점(직),12,정상,일반판매,KEI2AK001,K샌디에고 데님셔츠 점퍼,BL,블루,XL,판매
701,2024-03-29,직영점,A0020,부산모라점(직),13,기획,일반판매,AKJ7TS001,J-베이직폴라T,OR,오렌지,F,반품
702,2024-03-29,직영점,A0020,부산모라점(직),14,정상,일반판매,AKC3JK017,C-프로슈자수자켓,BE,베이지,L,판매
703,2024-03-29,직영점,A0020,부산모라점(직),14,정상,일반판매,KJB3AK014,KS-워너핀턱,BK,블랙,L,판매
704,2024-03-29,직영점,A0020,부산모라점(직),14,정상,일반판매,KJF3AK025,KC-아렌치마바지,BK,블랙,F,판매
705,2024-03-29,직영점,A0020,부산모라점(직),14,정상,일반판매,KKF3AK003,KS-투톤트레이닝JP,NA,네이비,F,판매
706,2024-03-29,직영점,A0020,부산모라점(직),14,정상,일반판매,KKI7AC009,KJ-앵두와이드데님배기,ML,중청,F,판매
707,2024-03-29,직영점,A0020,부산모라점(직),14,정상,일반판매,KKK3AK003,KS-기모건빵바지,BK,블랙,M,판매
708,2024-03-29,직영점,A0020,부산모라점(직),14,정상,일반판매,KLB3AK004,KS-OCARHN-자수꽈니트,PK,핑크,F,판매
709,2024-03-29,직영점,A0020,부산모라점(직),14,정상,일반판매,KLB3AK005,KC-SCCSHN-터치뒷주름셔츠,PK,핑크,F,판매
710,2024-03-29,직영점,A0020,부산모라점(직),14,정상,일반판매,KLC3AK001,K3-OCNMHN-코지후드JP,BK,블랙,F,판매
711,2024-03-29,직영점,A0020,부산모라점(직),14,정상,일반판매,BGL3SC001,알파카양말(3PCS),XX,XX,F,판매
712,2024-03-29,직영점,A0020,부산모라점(직),15,정상,일반판매,BLC4MF004,알파플라워마름모,PK,핑크,F,판매
713,2024-03-29,직영점,A0020,부산모라점(직),16,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,IV,아이보리,F,판매
714,2024-03-29,직영점,A0020,부산모라점(직),16,정상,일반판매,ALD3TS005,C-OCCRHN-레아T,IV,아이보리,F,판매
715,2024-03-29,직영점,A0020,부산모라점(직),16,정상,일반판매,ALB3DP010,C-SCDXT0-바니워싱와이드데님,ML,중청,L,판매
716,2024-03-29,직영점,A0020,부산모라점(직),16,정상,일반판매,BKI4SB005,삼색스니커즈(6806-2),IV,아이보리,40,판매
717,2024-03-30,직영점,A0020,부산모라점(직),1,정상,일반판매,ALD3JK003,3-SSPCAN-쥬리JK,DP,진핑크,F,판매
718,2024-03-30,직영점,A0020,부산모라점(직),2,정상,일반판매,AGC3BL011,C-마일BL,PK,핑크,F,판매
719,2024-03-30,직영점,A0020,부산모라점(직),3,정상,일반판매,AJI3DP003,C-콜드일자데님,DL,진청,XL,판매
720,2024-03-30,직영점,A0020,부산모라점(직),4,정상,일반판매,BLD4MF001,망진주워머,WH,화이트,F,판매
721,2024-03-30,직영점,A0020,부산모라점(직),4,정상,일반판매,BLD4MF001,망진주워머,BK,블랙,F,판매
722,2024-03-30,직영점,A0020,부산모라점(직),5,정상,일반판매,AJB3DP002,S-B842T청,LL,연청,L,판매
723,2024-03-30,직영점,A0020,부산모라점(직),5,정상,일반판매,ALD3TS016,3-OCCVHN-블로썸T,WH,화이트,F,판매
724,2024-03-30,직영점,A0020,부산모라점(직),6,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,MO,모카,F,반품
725,2024-03-30,직영점,A0020,부산모라점(직),7,정상,일반판매,ALB7KT004,4-SCWRHN-메리노울심플니트,BE,베이지,F,판매
726,2024-03-31,직영점,A0020,부산모라점(직),1,정상,일반판매,ALD3TS001,C-OCCRHN-트러플자수맨투맨,WH,화이트,F,판매
727,2024-03-31,직영점,A0020,부산모라점(직),1,정상,일반판매,ALC3TS007,3-OCCRHN-트래블T,WH,화이트,F,판매
728,2024-03-31,직영점,A0020,부산모라점(직),2,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,S,판매
729,2024-03-31,직영점,A0020,부산모라점(직),3,정상,일반판매,ALD3TS011,3-OSCRHN-나비T,BE,베이지,F,판매
730,2024-04-01,직영점,A0020,부산모라점(직),1,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,M,판매
731,2024-04-01,직영점,A0020,부산모라점(직),2,정상,일반판매,ALC3JP012,3-OCPMHN-테이크JP,RE,레드,F,판매
732,2024-04-01,직영점,A0020,부산모라점(직),2,정상,일반판매,ALC3JP012,3-OCPMHN-테이크JP,YE,옐로우,F,판매
733,2024-04-01,직영점,A0020,부산모라점(직),3,정상,일반판매,ALB3KT002,C-SCWRHN-캐시라운드니트,BE,베이지,F,판매
734,2024-04-02,직영점,A0020,부산모라점(직),1,정상,일반판매,BHG7BG005,버터플라이크로스,PK,핑크,F,판매
735,2024-04-02,직영점,A0020,부산모라점(직),2,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,WH,화이트,F,판매
736,2024-04-02,직영점,A0020,부산모라점(직),2,정상,일반판매,AJI3PT009,C-토리배기,BE,베이지,F,판매
737,2024-04-02,직영점,A0020,부산모라점(직),2,정상,일반판매,AIB3DP002,Q-소다청배기,ML,중청,F,판매
738,2024-04-02,직영점,A0020,부산모라점(직),2,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,WH,화이트,F,판매
739,2024-04-02,직영점,A0020,부산모라점(직),3,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,MO,모카,F,판매
740,2024-04-02,직영점,A0020,부산모라점(직),4,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,NA,네이비,F,판매
741,2024-04-02,직영점,A0020,부산모라점(직),4,정상,일반판매,ALC3DP002,3-OCCXT0-옆라인청통,ML,중청,M,판매
742,2024-04-02,직영점,A0020,부산모라점(직),5,정상,일반판매,AEH2OP501,엘레강스 스포티 코튼린넨 슬리브리스 원피스,RE,레드,L,판매
743,2024-04-02,직영점,A0020,부산모라점(직),6,정상,일반판매,AKI7KT009,J-에스골지니트,BE,베이지,F,판매
744,2024-04-02,직영점,A0020,부산모라점(직),6,정상,일반판매,AJF3PT014,C-로렌8부,NA,네이비,M,판매
745,2024-04-02,직영점,A0020,부산모라점(직),6,정상,일반판매,ALD3TS010,3-OSCRHN-17비즈T,IV,아이보리,F,판매
746,2024-04-02,직영점,A0020,부산모라점(직),7,정상,일반판매,ALC3JP009,3-OCPMAN-날개리본JP,IP,인디핑크,F,판매
747,2024-04-02,직영점,A0020,부산모라점(직),8,정상,일반판매,AIB3TS025,S-DK후드티,SO,소라,F,판매
748,2024-04-02,직영점,A0020,부산모라점(직),9,정상,일반판매,AKE3JP009,S-디프숏점퍼,CO,코랄,F,판매
749,2024-04-02,직영점,A0020,부산모라점(직),10,정상,일반판매,AKI3PT015,C-타로코튼와이드팬츠,WN,와인,M,판매
750,2024-04-02,직영점,A0020,부산모라점(직),10,정상,일반판매,AKI3PT015,C-타로코튼와이드팬츠,BE,베이지,S,판매
751,2024-04-02,직영점,A0020,부산모라점(직),10,정상,일반판매,ALD3VT001,3-SSCCHN-무지카라조끼,BK,블랙,F,판매
752,2024-04-02,직영점,A0020,부산모라점(직),11,정상,일반판매,ALD3VI002,3-SCAVHN-하트스카시조끼,PP,퍼플,F,판매
753,2024-04-02,직영점,A0020,부산모라점(직),11,정상,일반판매,ALC3KT008,C-TCARHN-스팽글V니트,PK,핑크,F,판매
754,2024-04-02,직영점,A0020,부산모라점(직),11,정상,일반판매,ALD3TS014,3-TSCRHN-러브단가라T,NA,네이비,F,판매
755,2024-04-02,직영점,A0020,부산모라점(직),12,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,WH,화이트,F,판매
756,2024-04-02,직영점,A0020,부산모라점(직),12,정상,일반판매,ALD3VI001,3-FCAVHN-로즈단추조끼,BE,베이지,F,판매
757,2024-04-02,직영점,A0020,부산모라점(직),12,정상,일반판매,BLC4CP003,튤립배색벙거지,BE,베이지,F,판매
758,2024-04-02,직영점,A0020,부산모라점(직),13,정상,일반판매,AKI3PT015,C-타로코튼와이드팬츠,WN,와인,L,판매
759,2024-04-02,직영점,A0020,부산모라점(직),14,정상,일반판매,AJI3PT010,S-어텀면부츠컷,BK,블랙,F,판매
760,2024-04-02,직영점,A0020,부산모라점(직),14,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,WH,화이트,F,판매
761,2024-04-02,직영점,A0020,부산모라점(직),15,정상,일반판매,AIC3TS046,S-비해피,LV,연보라,F,판매
762,2024-04-02,직영점,A0020,부산모라점(직),15,정상,일반판매,AHC3TS003,M-텐셀TS,LI,라임,F,판매
763,2024-04-02,직영점,A0020,부산모라점(직),15,정상,일반판매,AHB3TS004,M-스타일T,MT,민트,F,판매
764,2024-04-02,직영점,A0020,부산모라점(직),15,정상,일반판매,ALB3DP006,C-SCDXC9-히든워싱부츠컷,ML,중청,L,판매
765,2024-04-02,직영점,A0020,부산모라점(직),15,정상,일반판매,AKD3JP012,S-에드홑겹JP,GE,그린,F,판매
766,2024-04-03,직영점,A0020,부산모라점(직),1,정상,일반판매,BLC7MF001,스프링어깨숄,YE,옐로우,F,판매
767,2024-04-03,직영점,A0020,부산모라점(직),2,정상,일반판매,AJI3JK009,S-라운드미니JK,GR,회색,F,판매
768,2024-04-03,직영점,A0020,부산모라점(직),3,정상,일반판매,ALD3TS008,3-SCCRHN-5부라운드T,WH,화이트,F,판매
769,2024-04-03,직영점,A0020,부산모라점(직),3,정상,일반판매,ALD3TS013,3-OSCRHN-드림퍼프T,WH,화이트,F,판매
770,2024-04-03,직영점,A0020,부산모라점(직),4,정상,일반판매,BKC3CP002,영문스팽글,WH,화이트,F,판매
771,2024-04-03,직영점,A0020,부산모라점(직),5,정상,일반판매,KLB3AK001,KS-GFAVHN-미로에가디건,BK,블랙,F,판매
772,2024-04-03,직영점,A0020,부산모라점(직),6,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,M,판매
773,2024-04-04,직영점,A0020,부산모라점(직),1,정상,일반판매,BLD4SC002,끝단자수양말(2pcs),XX,XX,F,판매
774,2024-04-04,직영점,A0020,부산모라점(직),2,정상,일반판매,AKI3TS014,S-팬더후드,PP,퍼플,F,판매
775,2024-04-04,직영점,A0020,부산모라점(직),3,정상,일반판매,ALD3TS010,3-OSCRHN-17비즈T,IV,아이보리,F,판매
776,2024-04-04,직영점,A0020,부산모라점(직),3,정상,일반판매,ALD3JP004,3-SCPDHN-숏후드JP,GE,그린,F,판매
777,2024-04-04,직영점,A0020,부산모라점(직),3,정상,일반판매,ALB3JP003,S-SFPMAN-소매셔링점퍼,BK,블랙,F,판매
778,2024-04-04,직영점,A0020,부산모라점(직),3,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,RE,레드,F,판매
779,2024-04-04,직영점,A0020,부산모라점(직),4,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,M,판매
780,2024-04-04,직영점,A0020,부산모라점(직),5,정상,일반판매,ALD3TS009,3-SCCHHN-옆셔링5부,SO,소라,F,판매
781,2024-04-04,직영점,A0020,부산모라점(직),5,정상,일반판매,AGC3JK026,S-리넨숏자켓,BE,베이지,F,판매
782,2024-04-04,직영점,A0020,부산모라점(직),5,정상,일반판매,AKI3PT008,C-버티배기팬츠,LB,연한베이지,F,판매
783,2024-04-04,직영점,A0020,부산모라점(직),5,정상,일반판매,ALC3TS009,3-SCCRHN-라포반팔,WH,화이트,F,판매
784,2024-04-04,직영점,A0020,부산모라점(직),5,정상,일반판매,ALC3VT001,C-SCPHHC-시크셔링조끼,BE,베이지,F,판매
785,2024-04-04,직영점,A0020,부산모라점(직),5,정상,일반판매,ALD3TS009,3-SCCHHN-옆셔링5부,MO,모카,F,판매
786,2024-04-04,직영점,A0020,부산모라점(직),6,정상,일반판매,AJE3ST012,S-티미SET,BE,베이지,F,판매
787,2024-04-04,직영점,A0020,부산모라점(직),7,기획,일반판매,AKJ7TS001,J-베이직폴라T,OR,오렌지,F,판매
788,2024-04-04,직영점,A0020,부산모라점(직),7,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,PK,핑크,F,판매
789,2024-04-04,직영점,A0020,부산모라점(직),8,정상,일반판매,ALD3TS013,3-OSCRHN-드림퍼프T,WH,화이트,F,판매
790,2024-04-04,직영점,A0020,부산모라점(직),8,정상,일반판매,ALB3TS002,C-OCMDHN-트리밍후드티,CG,차콜그레이,F,판매
791,2024-04-04,직영점,A0020,부산모라점(직),8,정상,일반판매,ALD3TS018,3-SCCDHN-양단추후드T,GE,그린,F,판매
792,2024-04-04,직영점,A0020,부산모라점(직),9,정상,일반판매,ALC3JP006,C-SSCHHN-로즈날개점퍼,PK,핑크,F,판매
793,2024-04-04,직영점,A0020,부산모라점(직),10,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,NA,네이비,F,판매
794,2024-04-04,직영점,A0020,부산모라점(직),10,정상,일반판매,ALD3TS012,3-OSCRHN-컬러엠보T,BL,블루,F,판매
795,2024-04-04,직영점,A0020,부산모라점(직),10,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,IV,아이보리,F,판매
796,2024-04-04,직영점,A0020,부산모라점(직),11,정상,일반판매,ALD3JP001,3-SCPHHN-마이점퍼,WH,화이트,F,판매
797,2024-04-04,직영점,A0020,부산모라점(직),12,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,PK,핑크,F,판매
798,2024-04-05,직영점,A0020,부산모라점(직),1,정상,일반판매,BKI7BG016,골드지퍼백팩,BK,블랙,F,판매
799,2024-04-05,직영점,A0020,부산모라점(직),2,정상,일반판매,ALC3JP010,3-SCPHAN-진주지퍼JP,GE,그린,F,판매
800,2024-04-05,직영점,A0020,부산모라점(직),2,정상,일반판매,ALB3SL002,C-SFPXC9-어반나팔SL,BK,블랙,M,판매
801,2024-04-05,직영점,A0020,부산모라점(직),2,정상,일반판매,AJE3BL004,S-코드BL,BE,베이지,F,판매
802,2024-04-05,직영점,A0020,부산모라점(직),3,정상,일반판매,AKC3JP018,S-데일리후드집업JP,PK,핑크,F,판매
803,2024-04-05,직영점,A0020,부산모라점(직),3,정상,일반판매,ALD3TS001,C-OCCRHN-트러플자수맨투맨,WH,화이트,F,판매
804,2024-04-05,직영점,A0020,부산모라점(직),4,정상,일반판매,AIC7SK002,조각SK,PP,퍼플,F,판매
805,2024-04-05,직영점,A0020,부산모라점(직),5,정상,일반판매,BKC4SB006,컬러매쉬(7000),GE,그린,35,판매
806,2024-04-05,직영점,A0020,부산모라점(직),5,정상,일반판매,BKC4SB006,컬러매쉬(7000),GE,그린,40,판매
807,2024-04-05,직영점,A0020,부산모라점(직),5,정상,일반판매,BKD4SB007,데일리가죽슈즈(2736-6),OR,오렌지,40,판매
808,2024-04-05,직영점,A0020,부산모라점(직),5,정상,일반판매,BKD4SB007,데일리가죽슈즈(2736-6),OR,오렌지,45,판매
809,2024-04-05,직영점,A0020,부산모라점(직),6,정상,일반판매,BLD4CP002,마스크플라워모자,NA,네이비,F,판매
810,2024-04-05,직영점,A0020,부산모라점(직),7,정상,일반판매,BHE3MF001,레이디,GE,그린,F,판매
811,2024-04-05,직영점,A0020,부산모라점(직),8,정상,일반판매,ALB7JK007,J-OCDSHC-가든데님자켓,ML,중청,F,판매
812,2024-04-05,직영점,A0020,부산모라점(직),9,정상,일반판매,BJF4SB002,메쉬스니커즈(715),WH,화이트,45,판매
813,2024-04-05,직영점,A0020,부산모라점(직),10,정상,일반판매,BKL7BG017,J-로디핸드백,BK,블랙,F,판매
814,2024-04-05,직영점,A0020,부산모라점(직),10,정상,일반판매,BLC4MF014,H플리츠,BR,브라운,F,판매
815,2024-04-05,직영점,A0020,부산모라점(직),10,정상,일반판매,ALD3JK006,3-SSLTHN-라라린넨JK,BE,베이지,F,판매
816,2024-04-05,직영점,A0020,부산모라점(직),11,정상,일반판매,ALD3JK001,3-CCCSAN-고방자켓,BK,블랙,F,판매
817,2024-04-05,직영점,A0020,부산모라점(직),12,정상,일반판매,ALB3DP002,C-SCDXC9-이브커팅부츠컷,LL,연청,M,판매
818,2024-04-05,직영점,A0020,부산모라점(직),12,정상,일반판매,ALC3DP002,3-OCCXT0-옆라인청통,ML,중청,S,판매
819,2024-04-05,직영점,A0020,부산모라점(직),13,정상,일반판매,BKD4MF013,샤론진주머플러,IV,아이보리,F,판매
820,2024-04-05,직영점,A0020,부산모라점(직),13,정상,일반판매,BLC7BG009,J-비즈지퍼백팩,BK,블랙,F,판매
821,2024-04-05,직영점,A0020,부산모라점(직),14,정상,일반판매,ALD3VI001,3-FCAVHN-로즈단추조끼,BE,베이지,F,판매
822,2024-04-05,직영점,A0020,부산모라점(직),14,정상,일반판매,ALB3PT001,C-SCCXC0-코튼세미부츠컷,IV,아이보리,M,판매
823,2024-04-05,직영점,A0020,부산모라점(직),15,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,PK,핑크,F,판매
824,2024-04-05,직영점,A0020,부산모라점(직),15,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,IV,아이보리,F,판매
825,2024-04-06,직영점,A0020,부산모라점(직),1,정상,일반판매,AKJ3TS007,C-마리폴라티,BK,블랙,F,판매
826,2024-04-06,직영점,A0020,부산모라점(직),2,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,IV,아이보리,F,판매
827,2024-04-06,직영점,A0020,부산모라점(직),2,정상,일반판매,KJC4AK006,K레이스벙,LB,연한베이지,F,판매
828,2024-04-06,직영점,A0020,부산모라점(직),3,정상,일반판매,BLC4CP001,잔꽃해바라기,PK,핑크,F,판매
829,2024-04-06,직영점,A0020,부산모라점(직),4,정상,일반판매,AII7CA007,트리밍단추Y,WH,화이트,F,판매
